ds,yhat,yhat_lower,yhat_upper
2022-01-01,438.32101734427323,424.9418996372576,451.9555728938936
2022-02-01,459.6716926058948,445.8176767084076,472.15154885171995
2022-03-01,474.1895208514371,461.21727565054283,486.801082388633
2022-04-01,487.6453955771643,473.9371486461117,502.2205146380634
2022-05-01,484.6354053467343,470.47281501796704,498.0171195796863
2022-06-01,486.883268256623,472.0792654325398,501.1139024796079
2022-07-01,462.64058492704345,449.34619680075525,476.53544868564194
2022-08-01,449.67396545845486,435.870305914549,463.2083920408747
2022-09-01,449.0601646444691,436.0787462026392,463.1627291454665
2022-10-01,440.2279391383605,426.7804951356219,453.4429878486132
2022-11-01,448.71376588082177,435.3869213240877,463.03680775996554
2022-12-01,471.8124037597625,459.42100024666786,485.19549646953647
2023-01-01,499.9935952611903,487.52878880826745,513.5062139869696
2023-02-01,535.2053692272561,522.6545092804482,549.3187243660838
2023-03-01,538.4538635109868,525.2528028410808,551.1208927485588
2023-04-01,563.0969376253669,548.490029542577,576.3206559124271
2023-05-01,552.1015861472337,538.3484394782448,565.2522536598672
2023-06-01,548.6860596378624,535.4218710361705,562.0507065123825
2023-07-01,533.5993558981586,519.3035474667299,546.6829190968037
2023-08-01,521.2412728301425,507.2749251529034,535.3956159326368
2023-09-01,510.6634570190245,497.9643967301908,523.8356692651306
2023-10-01,511.4370198518087,498.2619278084534,525.2196640275446
2023-11-01,510.37517664807956,498.34284703955865,523.7199944874934
2023-12-01,543.3494697493918,529.2077803063419,556.509997468071
2024-01-01,557.5224926073058,544.12763152128,570.7844216858113
2024-02-01,607.0072275773624,593.2992151109223,620.0987183597281
2024-03-01,619.8122898715233,606.8097083902256,633.5392030611271
2024-04-01,609.624571640159,596.9319075348608,624.0743673401017
2024-05-01,620.8672110155122,607.3835792412343,634.0572061006859
2024-06-01,633.7323876018055,619.929280711782,647.6747894598033
2024-07-01,590.2549815197409,576.8556645319524,603.3632583249938
2024-08-01,574.1971635812441,561.2146687731681,588.1138876086308
2024-09-01,592.3748358586372,579.4071707610777,605.3012608632921
2024-10-01,563.1775127891727,550.7956846660463,577.2814939803013
2024-11-01,589.4585392924947,574.5089885792653,602.9802490872702
2024-12-01,592.5374880398837,580.163637072688,606.4897214652834
2025-01-01,648.7731435345063,634.206978091664,662.2893057612674
2025-02-01,655.492484153876,642.5443411073335,669.8122558099855
2025-03-01,680.498919039857,667.6982785674937,693.6466322359657
2025-04-01,681.9203674712655,667.6997541929447,694.6554922289831
2025-05-01,685.9081485766533,672.3014415836034,698.5815160078029
2025-06-01,692.3545476385916,679.1513913142693,706.1382616173249
2025-07-01,657.4528900571164,644.5671622534404,671.4637714264661
2025-08-01,642.0121549772041,627.9714034454635,655.1117798868421
2025-09-01,649.7458774510797,636.4355145074372,663.3160503656125
2025-10-01,629.7252781651799,615.8526149885039,643.9985841410403
2025-11-01,646.0915603320684,631.841788123062,660.1909246827886
2025-12-01,658.3971551989712,645.0153740673902,671.6638854231929
2026-01-01,699.7490241560931,686.2396882892295,712.5460567572584
2026-02-01,719.8588472998933,707.2267719519577,734.2754113606776
2026-03-01,733.2559058907668,720.6915599137016,747.488150125586
2026-04-01,745.4709285008079,731.2087786927167,759.621184257337
2026-05-01,741.2601136411023,726.7135115552157,754.2811468514526
2026-06-01,742.2671244339668,729.2123672083874,754.3864766314582
2026-07-01,716.8236164778353,704.0656063199102,730.136282356662
2026-08-01,702.6161448951987,689.0000027350454,716.1519818703855
2026-09-01,700.7615087170619,686.8078073823308,714.170299137533
2026-10-01,690.7330620473931,677.0338483033105,704.6797434973649
2026-11-01,697.9827935875365,683.4941132079255,711.8809271029611
2026-12-01,720.2554558252878,705.640213345267,732.9285228726712
2027-01-01,747.5831391642078,733.5899299162191,761.235723172855
2027-02-01,781.9514846379958,767.7361042861576,795.8096349533744
2027-03-01,784.4447264710435,771.2421546362057,798.9047336588555
2027-04-01,808.2516282293809,795.1031318407918,821.4221451165093
2027-05-01,796.453560477135,783.3948846531636,809.6168138793093
2027-06-01,792.208560484519,778.4426401509065,805.9808422778195
