ds,yhat,yhat_lower,yhat_upper
2022-01-01,68.99042727072688,68.49799451748005,69.48748003268858
2022-02-01,69.54012946774085,69.05242053485065,70.01894914186954
2022-03-01,71.40464970436095,70.90194109574072,71.86438413036197
2022-04-01,71.74687182543391,71.2299504498318,72.21831760536762
2022-05-01,71.78933436451027,71.24187803355589,72.28794234062906
2022-06-01,71.96930553641437,71.48038785986944,72.435053625289
2022-07-01,71.41790001277178,70.91711252546757,71.91762173535155
2022-08-01,71.27257204513113,70.78829882142978,71.74811673455258
2022-09-01,71.14759810908542,70.64717716165798,71.65495023126503
2022-10-01,71.3408341101387,70.83674742653665,71.85255678581612
2022-11-01,72.04178551628289,71.56910398615598,72.56169364606318
2022-12-01,72.47211095882919,71.946597331215,72.99792912448898
2023-01-01,74.07608920607991,73.5976924386472,74.56543379140359
2023-02-01,74.87189961861874,74.40482679955551,75.3941613045446
2023-03-01,76.58178020218293,76.06476545050988,77.06325733568333
2023-04-01,76.82916637332336,76.33487450894339,77.37931883993865
2023-05-01,76.68633284635213,76.1983850828857,77.19655149939203
2023-06-01,76.98568033717467,76.47967861470863,77.48845856701921
2023-07-01,76.44748291865226,75.93121816201732,76.96059163161546
2023-08-01,76.11525125504518,75.58955658830996,76.64140867828569
2023-09-01,76.04168068573304,75.5440134737669,76.52477829996332
2023-10-01,75.90568157222116,75.38427097244981,76.44570778297852
2023-11-01,77.0526561140293,76.53999914608393,77.54828203328813
2023-12-01,77.03756048944423,76.55833677018433,77.51979245863176
2024-01-01,78.63892413732529,78.12440235478805,79.15556192378332
2024-02-01,79.7354621353634,79.21662805019007,80.19976491477998
2024-03-01,81.20690719303619,80.72483372341554,81.72047183343999
2024-04-01,81.57523038567899,81.06506718194085,82.07536058289017
2024-05-01,81.84226574564471,81.32455898639314,82.33994003962329
2024-06-01,81.62856914682541,81.12569019228118,82.09989042784392
2024-07-01,80.88297407945733,80.36820329065989,81.32969703832688
2024-08-01,80.9145427325493,80.41677951799858,81.39898730697423
2024-09-01,80.4916424648148,79.99116428196993,81.01051326266303
2024-10-01,81.17235904896908,80.68566450177656,81.69926184534131
2024-11-01,80.78519007756952,80.28256781815627,81.30035109273788
2024-12-01,82.06048327371938,81.55502109217478,82.53919645593267
2025-01-01,83.65973407635228,83.12902547133532,84.12725250727361
2025-02-01,83.82275546023436,83.31425005766664,84.32526155818951
2025-03-01,85.78770826626932,85.2891800136951,86.27344647879023
2025-04-01,86.17121306396986,85.64352624187786,86.64327778000725
2025-05-01,86.35129253099242,85.8719808243116,86.83122582679327
2025-06-01,86.36117130484408,85.88231149559155,86.86159501700894
2025-07-01,85.74185789226617,85.25100435199712,86.23645467437706
2025-08-01,85.72985787459899,85.19632859114401,86.25169181668593
2025-09-01,85.50113644004195,85.0024754595441,86.01880966493914
2025-10-01,85.97980885836222,85.44308052602872,86.49613393501285
2025-11-01,86.1828265658014,85.66941349376269,86.71485872660874
2025-12-01,87.10720721339146,86.6201263349065,87.63265864252674
2026-01-01,88.77641747660564,88.25524938197705,89.26474257481661
2026-02-01,89.32716629276018,88.82421539985849,89.80880092669561
2026-03-01,91.19263186280148,90.71743739993785,91.70415659238326
2026-04-01,91.53590059439347,91.00205293900338,92.04008145220237
2026-05-01,91.5793759855961,91.0497354621121,92.09524286564393
2026-06-01,91.76039377136405,91.24832812734172,92.27141477578563
2026-07-01,91.21000109902477,90.71242151179867,91.72513990074975
2026-08-01,91.06571974439557,90.57169464881846,91.55191158974176
2026-09-01,90.94246970101308,90.45918828175014,91.42282448787469
2026-10-01,91.1382110214307,90.63926665894054,91.66421356983851
2026-11-01,91.84175125758377,91.36549995749449,92.3664350063538
2026-12-01,92.32524016194135,91.82632143293019,92.81017266945656
2027-01-01,93.98415398639669,93.45437852608578,94.48956934509484
2027-02-01,94.83519059087062,94.30270534874083,95.32213121369873
2027-03-01,96.59495289427606,96.07152882248482,97.09450726232569
2027-04-01,96.8975652552363,96.34587379141071,97.42245161481914
2027-05-01,96.8081764326505,96.26500910432219,97.36265330912968
2027-06-01,97.16275011800549,96.63465109963273,97.7124502050564
